"mz","MDL_3.6","ResPow","refe","m1","SE","Sample1_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3552.csv","Sample2_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3560.csv","Sample3_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3568.csv","Sample4_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3554.csv","Sample5_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3562.csv","Sample6_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3570.csv","Sample7_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3556.csv","Sample8_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3564.csv","Sample9_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3572.csv","Sample10_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3576.csv","Sample11_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3582.csv","Sample12_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3588.csv","Sample13_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3578.csv","Sample14_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3584.csv","Sample15_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3590.csv"
181.0757398,2703875.52891563,882658,NA,181.0757398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2904766
181.090622,2703875.52891563,1086556,NA,181.090622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820422,NA,NA
181.1058011,2703875.52891563,960772,NA,181.1058011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2757680,NA,NA,NA
181.1158149,2703875.52891563,997604,NA,181.1158149,NA,NA,NA,NA,NA,NA,NA,2715542,NA,NA,NA,NA,NA,NA,NA,NA
181.1234153,2703875.52891563,1319809,181.12340280705,181.1234153,NA,NA,NA,NA,NA,NA,NA,2759064,NA,NA,NA,NA,NA,NA,NA,NA
181.134776110674,2703875.52891563,835246,NA,181.1347766,NA,NA,NA,NA,NA,NA,NA,NA,3194345,NA,NA,NA,NA,NA,NA,NA
181.1455305,2703875.52891563,1055060,NA,181.1455305,NA,NA,NA,NA,NA,NA,NA,NA,NA,2882464,NA,NA,NA,NA,NA,NA
181.1528354,2703875.52891563,983945,NA,181.1528354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2864193,NA,NA,NA
181.159787884644,2703875.52891563,1062510.33333333,NA,181.159787973541,0.139957401203584,3111974,4258275,3173753,NA,NA,NA,NA,4085746,3366821,NA,NA,2724420,NA,NA,NA
181.1703227,2703875.52891563,819925,NA,181.1703227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2933579,NA,NA,NA,NA
181.2072957,2703875.52891563,1228372,NA,181.2072957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2922329,NA,NA,NA,NA
181.2467388,2703875.52891563,971968,NA,181.2467388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2736511,NA,NA
181.2629271,2703875.52891563,848368,NA,181.2629271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2780266,NA,NA,NA
181.2780549,2703875.52891563,851956,NA,181.2780549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3058548,NA,NA,NA,NA
181.3301861,2703875.52891563,933707,NA,181.3301861,NA,NA,2845726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.3381095,2703875.52891563,977332,NA,181.3381095,NA,NA,NA,NA,NA,NA,3204316,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.3482301,2703875.52891563,910975,NA,181.3482301,NA,NA,NA,2781628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.3680994,2703875.52891563,929085,NA,181.3680994,NA,NA,2750507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.4527569,2703875.52891563,918801,NA,181.4527569,NA,NA,NA,NA,NA,2917530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.473225216803,2703875.52891563,1030109,NA,181.4732257,NA,NA,NA,NA,NA,NA,NA,NA,2841700,NA,NA,NA,NA,NA,NA,NA
181.4809704,2703875.52891563,948437,NA,181.4809704,NA,2798741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.5373794,2704129.12268889,1273446,NA,181.5373794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2745966,NA,NA,NA,NA,NA
181.6067055,2704129.12268889,951370,NA,181.6067055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753009,NA,NA,NA,NA
181.6170863,2704129.12268889,1089419,NA,181.6170863,NA,NA,NA,NA,NA,NA,NA,2710094,NA,NA,NA,NA,NA,NA,NA,NA
181.6177036,2704129.12268889,889965,NA,181.6177036,NA,NA,NA,NA,2706784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.6243667,2704129.12268889,620536,NA,181.6243667,NA,NA,NA,NA,NA,2768856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.6871244,2704129.12268889,1156684,NA,181.6871244,NA,NA,2779801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.6937159,2704129.12268889,679561,NA,181.6937159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3392778,NA,NA,NA
181.7144693,2704129.12268889,803582,NA,181.7144693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753068,NA,NA
181.7375606,2704129.12268889,759677,NA,181.7375606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2829218
181.786386422498,2704129.12268889,631420,NA,181.7863869,NA,NA,NA,NA,NA,NA,NA,NA,2835670,NA,NA,NA,NA,NA,NA,NA
181.811432,2704129.12268889,1265207,NA,181.811432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2988988
181.8191214,2704129.12268889,733488,NA,181.8191214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2983225,NA,NA,NA
181.8468232,2704129.12268889,1056522,NA,181.8468232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3093580,NA,NA,NA,NA
181.8745291,2704129.12268889,653510,NA,181.8745291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2871895,NA,NA,NA,NA
181.8865257,2704129.12268889,854938,NA,181.8865257,NA,NA,NA,NA,2856900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.8897249,2704129.12268889,820797,NA,181.8897249,NA,NA,NA,NA,NA,NA,NA,NA,NA,3002545,NA,NA,NA,NA,NA,NA
181.905537524671,2704129.12268889,894995,NA,181.905538,NA,NA,NA,NA,NA,NA,NA,NA,2987266,NA,NA,NA,NA,NA,NA,NA
181.9196285,2704129.12268889,1010621,NA,181.9196285,NA,NA,NA,NA,NA,NA,NA,NA,NA,2706108,NA,NA,NA,NA,NA,NA
181.9297662,2704129.12268889,1100969,NA,181.9297662,NA,NA,NA,NA,3027924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.9412756,2704129.12268889,997989,NA,181.9412756,NA,2856246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.944958,2704129.12268889,915170,NA,181.944958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3008619,NA
181.9701582,2704129.12268889,944041,NA,181.9701582,NA,2796352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.99314102627,2704129.12268889,1108933,NA,181.9931415,NA,NA,NA,NA,NA,NA,NA,NA,2789666,NA,NA,NA,NA,NA,NA,NA
181.9941348,2704129.12268889,1257654,NA,181.9941348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2708092,NA
182.0162812,2704129.12268889,1220843,NA,182.0162812,NA,NA,NA,NA,2748404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.0244079,2704129.12268889,761307,NA,182.0244079,NA,NA,NA,NA,NA,2706791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.0378555,2704129.12268889,1152364,NA,182.0378555,NA,NA,NA,NA,3118076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.0607573,2704129.12268889,1059941,NA,182.0607573,NA,NA,NA,NA,NA,NA,NA,NA,NA,3412209,NA,NA,NA,NA,NA,NA
182.0799814,2704129.12268889,771261,NA,182.0799814,NA,NA,NA,NA,2902540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.0917834,2704129.12268889,635604,NA,182.0917834,NA,NA,NA,NA,NA,NA,2956519,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.117709028547,2704129.12268889,1252746,NA,182.1177095,NA,NA,NA,NA,NA,NA,NA,NA,2710863,NA,NA,NA,NA,NA,NA,NA
182.118652392218,2704129.12268889,1095120.33333333,NA,182.118652436966,0.0474971436128927,11603316,10238768,10460880,4403226,3452810,3300849,18390792,17333584,18686214,10501951,11075764,12422569,3233474,3636903,2807847
182.1425017,2704129.12268889,1185340,NA,182.1425017,NA,NA,NA,NA,NA,2730898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.155042297448,2704129.12268889,1151630.33333333,NA,182.155042297448,0.0670126503233044,NA,NA,NA,3878952,4177815,3579390,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.173491129568,2704129.12268889,1113022,NA,182.1734916,NA,NA,NA,NA,NA,NA,NA,NA,2718052,NA,NA,NA,NA,NA,NA,NA
182.1941654,2704129.12268889,882729,NA,182.1941654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2775774,NA,NA
182.1981962,2704129.12268889,1028380,NA,182.1981962,NA,NA,NA,NA,2886712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.2246595,2704129.12268889,807337,NA,182.2246595,NA,NA,NA,NA,2747458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.2486822,2704129.12268889,994660,NA,182.2486822,NA,NA,NA,NA,NA,NA,NA,NA,NA,2902327,NA,NA,NA,NA,NA,NA
182.2489266,2704129.12268889,935360,NA,182.2489266,NA,2843042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.2513303,2704129.12268889,1036392,NA,182.2513303,NA,NA,NA,NA,NA,2940858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.2551628,2704129.12268889,940649,NA,182.2551628,NA,NA,NA,NA,2741325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.2557857,2704129.12268889,1090405,NA,182.2557857,NA,NA,NA,NA,NA,NA,2722338,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.2571736,2704129.12268889,1085027,NA,182.2571736,NA,NA,NA,NA,NA,2832316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.2607049,2704129.12268889,786088,NA,182.2607049,NA,2748838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.2675591,2704129.12268889,960185,NA,182.2675591,NA,NA,NA,NA,NA,NA,2918950,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.3649564,2704129.12268889,1072205,NA,182.3649564,NA,NA,2922374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.3824474,2704129.12268889,822468,NA,182.3824474,NA,NA,NA,NA,NA,NA,NA,2827627,NA,NA,NA,NA,NA,NA,NA,NA
182.3884736,2704129.12268889,948827,NA,182.3884736,NA,NA,NA,3068722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.3963849,2704129.12268889,1320406,NA,182.3963849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2715434,NA,NA
182.4089013,2704129.12268889,956160,NA,182.4089013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3226135,NA,NA,NA
182.418689734065,2704129.12268889,1115449,NA,182.4186902,NA,NA,NA,NA,NA,NA,NA,NA,2837950,NA,NA,NA,NA,NA,NA,NA
182.4375348,2704129.12268889,1085004,NA,182.4375348,NA,NA,NA,NA,NA,2795517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.451977,2704129.12268889,1179200,NA,182.451977,NA,NA,NA,NA,NA,NA,NA,2823045,NA,NA,NA,NA,NA,NA,NA,NA
182.4883212,2704129.12268889,998271,NA,182.4883212,NA,NA,3153842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.4993551,2704129.12268889,771037,NA,182.4993551,NA,NA,NA,NA,2824360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.5460294,2704382.74024644,968981,NA,182.5460294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2736473,NA,NA,NA,NA
182.6247929,2704382.74024644,1331315,NA,182.6247929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2774392,NA,NA,NA,NA
182.6460554,2704382.74024644,832217,NA,182.6460554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2727815,NA,NA
182.6471773,2704382.74024644,947184,NA,182.6471773,NA,2855983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.6498473,2704382.74024644,754469,NA,182.6498473,NA,NA,NA,NA,NA,NA,NA,NA,NA,2814412,NA,NA,NA,NA,NA,NA
182.6746166,2704382.74024644,1042161,NA,182.6746166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2735973,NA
182.706274239356,2704382.74024644,594025,NA,182.7062747,NA,NA,NA,NA,NA,NA,NA,NA,2825257,NA,NA,NA,NA,NA,NA,NA
182.7192611,2704382.74024644,990728,NA,182.7192611,NA,NA,NA,2829226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.7472122,2704382.74024644,1098147,NA,182.7472122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2733951,NA
182.7579986,2704382.74024644,824016,NA,182.7579986,NA,NA,NA,NA,3124490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.7784547,2704382.74024644,1089312,NA,182.7784547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2837940,NA,NA,NA,NA
182.7860465,2704382.74024644,1048653,NA,182.7860465,NA,NA,NA,2794434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.839497,2704382.74024644,923090,NA,182.839497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2733515,NA,NA,NA,NA
182.847577,2704382.74024644,1141192,NA,182.847577,NA,NA,NA,NA,2910507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.8517584,2704382.74024644,921837,NA,182.8517584,NA,NA,NA,NA,NA,2729620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.8876949,2704382.74024644,1110014,NA,182.8876949,NA,NA,NA,NA,NA,NA,NA,2803753,NA,NA,NA,NA,NA,NA,NA,NA
182.9047152,2704382.74024644,1194174,NA,182.9047152,NA,NA,NA,NA,NA,NA,2746123,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.918154643266,2704382.74024644,734187,NA,182.9181551,NA,NA,NA,NA,NA,NA,NA,NA,2753144,NA,NA,NA,NA,NA,NA,NA
182.9225192,2704382.74024644,1097953,NA,182.9225192,NA,NA,2775115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.9549361,2704382.74024644,1313677,NA,182.9549361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2710246,NA,NA,NA
183.0362262,2704382.74024644,1001741,NA,183.0362262,NA,NA,NA,NA,3273075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.0825907,2704382.74024644,1008186,NA,183.0825907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2730874
183.0838688,2704382.74024644,835946,NA,183.0838688,NA,2798795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.102663966863,2704382.74024644,1171243.18181818,183.10266742661,183.102664015837,0.0431665324412176,3931857,4705419,4284470,3298700,2953456,NA,7983226,7028413,9056887,4878503,3795506,4579103,NA,NA,NA
183.121983711119,2704382.74024644,1105024,NA,183.121983711119,0.0625546404986908,NA,2739346,NA,NA,NA,NA,NA,NA,NA,3040430,NA,NA,NA,NA,NA
183.1275645,2704382.74024644,1020941,NA,183.1275645,NA,NA,NA,NA,2754965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.139043821228,2704382.74024644,1047143.5,183.13905280705,183.139044046677,0.00713440855028142,NA,NA,NA,NA,NA,NA,NA,3076810,3112581,NA,NA,NA,NA,NA,NA
183.1935472,2704382.74024644,1243465,NA,183.1935472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2815809,NA,NA,NA
183.2343206,2704382.74024644,894685,NA,183.2343206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2858711,NA,NA,NA,NA,NA
183.269238,2704382.74024644,1085688,NA,183.269238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2994404,NA,NA,NA,NA,NA
183.2982296,2704382.74024644,881706,NA,183.2982296,NA,NA,NA,NA,2714582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.3206908,2704382.74024644,1154277,NA,183.3206908,NA,NA,NA,NA,NA,NA,NA,NA,NA,2779849,NA,NA,NA,NA,NA,NA
183.3550409,2704382.74024644,1330444,NA,183.3550409,NA,NA,2788581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.359061,2704382.74024644,816344,NA,183.359061,NA,NA,NA,NA,NA,NA,NA,3034843,NA,NA,NA,NA,NA,NA,NA,NA
183.370821,2704382.74024644,848386,NA,183.370821,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030236,NA,NA,NA,NA,NA,NA
183.3912715,2704382.74024644,1104340,NA,183.3912715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2762846,NA
183.4097685,2704382.74024644,965685,NA,183.4097685,NA,NA,NA,NA,2792960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.4196098,2704382.74024644,946621,NA,183.4196098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2853036,NA,NA
183.522838,2704636.38159054,941421,NA,183.522838,NA,NA,2831137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.560137,2704636.38159054,1096123,NA,183.560137,NA,NA,2907438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.5688563,2704636.38159054,1155083,NA,183.5688563,NA,NA,NA,NA,NA,NA,2794493,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.5876548,2704636.38159054,811160,NA,183.5876548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756844,NA,NA
183.6046986,2704636.38159054,587513,NA,183.6046986,NA,2738054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.6325454,2704636.38159054,1044621,NA,183.6325454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3004990
183.6474548,2704636.38159054,917461,NA,183.6474548,NA,NA,NA,2808575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.7073211,2704636.38159054,680913,NA,183.7073211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753823,NA,NA,NA,NA
183.7245882,2704636.38159054,898093,NA,183.7245882,NA,NA,NA,NA,2821753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.7503228,2704636.38159054,1271934,NA,183.7503228,NA,NA,NA,NA,NA,NA,NA,NA,NA,3431277,NA,NA,NA,NA,NA,NA
183.760058,2704636.38159054,1036843,NA,183.760058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2766047,NA
183.847069,2704636.38159054,1091698,NA,183.847069,NA,NA,NA,2769225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.8919677,2704636.38159054,1033789,NA,183.8919677,NA,NA,NA,NA,NA,NA,2744435,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.894411,2704636.38159054,1318905,NA,183.894411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2982556
183.934580374182,2704636.38159054,1153098.75,NA,183.934580477988,0.0582529775003343,2725885,NA,3165545,NA,NA,NA,NA,2849782,NA,NA,NA,NA,NA,NA,3373739
183.9402912,2704636.38159054,1145455,NA,183.9402912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3003259,NA,NA,NA,NA
183.9610956,2704636.38159054,983188,NA,183.9610956,NA,NA,NA,2805107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.9694918,2704636.38159054,704009,NA,183.9694918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756072,NA,NA,NA,NA,NA
183.9901563,2704636.38159054,1136442,NA,183.9901563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753215
184.0076153,2704636.38159054,1089423,NA,184.0076153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2749751,NA
184.0571034,2704636.38159054,806242,NA,184.0571034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3003401,NA,NA,NA,NA,NA
184.097919435479,2704636.38159054,1125918.18181818,NA,184.097919484077,0.029977939313715,7794744,5692912,7244198,3386120,NA,2708671,14000630,12697652,14656498,8442392,7123898,8552606,NA,NA,NA
184.1138827,2704636.38159054,766719,NA,184.1138827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2826782,NA,NA,NA,NA,NA
184.1297853,2704636.38159054,945198,NA,184.1297853,NA,NA,NA,NA,NA,NA,NA,NA,NA,2719742,NA,NA,NA,NA,NA,NA
184.131064478406,2704636.38159054,812987,NA,184.1310649,NA,NA,NA,NA,NA,NA,NA,NA,3003456,NA,NA,NA,NA,NA,NA,NA
184.1340133,2704636.38159054,938119,NA,184.1340133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000492,NA,NA,NA
184.134301767182,2704636.38159054,1104498.33333333,NA,184.13430180535,0.0342783224401413,9777221,10731005,10043828,4508438,3144303,3252429,15843844,15392833,16729088,12304934,10994632,11411628,3555774,3820899,4073203
184.1403983,2704636.38159054,718719,NA,184.1403983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2926016,NA,NA
184.1609742,2704636.38159054,1055795,NA,184.1609742,NA,NA,NA,3076542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.1692654,2704636.38159054,1036186,NA,184.1692654,NA,NA,3203594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.1825381,2704636.38159054,984782,NA,184.1825381,NA,NA,NA,NA,NA,NA,3048670,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.2096558,2704636.38159054,794474,NA,184.2096558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2850790,NA,NA,NA,NA
184.2308241,2704636.38159054,1237970,NA,184.2308241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2809315,NA,NA
184.253016,2704636.38159054,944237,NA,184.253016,NA,NA,3204648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.2654411,2704636.38159054,1016138,NA,184.2654411,NA,NA,2711085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.2964192,2704636.38159054,943071,NA,184.2964192,NA,NA,NA,NA,NA,NA,2790665,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.3200959,2704636.38159054,921646,NA,184.3200959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2708725,NA,NA,NA
184.3211325,2704636.38159054,1102993,NA,184.3211325,NA,NA,NA,NA,NA,NA,2841874,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.333708,2704636.38159054,1040348,NA,184.333708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3196731
184.3405509,2704636.38159054,1004908,NA,184.3405509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2716076,NA
184.3507698,2704636.38159054,978952,NA,184.3507698,NA,NA,NA,NA,NA,3217088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.4065675,2704636.38159054,975940,NA,184.4065675,NA,NA,2821728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.4186022,2704636.38159054,930168,NA,184.4186022,NA,NA,2857573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.436625,2704636.38159054,972430,NA,184.436625,NA,NA,NA,NA,NA,NA,3173693,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.4544086,2704636.38159054,1001153,NA,184.4544086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3027815
184.4554698,2704636.38159054,1040509,NA,184.4554698,NA,NA,NA,NA,NA,NA,NA,2932352,NA,NA,NA,NA,NA,NA,NA,NA
184.4624401,2704636.38159054,958881,NA,184.4624401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3193405,NA,NA
184.4691227,2704636.38159054,1083571,NA,184.4691227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2774691,NA,NA,NA,NA,NA
184.4905761,2704636.38159054,1080266,NA,184.4905761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2746952,NA,NA
184.5357196,2704890.0467234,1297798,NA,184.5357196,NA,NA,NA,2772554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.5621639,2704890.0467234,899535,NA,184.5621639,NA,2842850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.5806464,2704890.0467234,930151,NA,184.5806464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2823003,NA,NA,NA
184.6306512,2704890.0467234,1124724,NA,184.6306512,NA,2821371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.6625545,2704890.0467234,948478,NA,184.6625545,NA,NA,2834109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.6632348,2704890.0467234,1147393,NA,184.6632348,NA,3002631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.6897085,2704890.0467234,959166,NA,184.6897085,NA,NA,3036871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.7006514,2704890.0467234,964097,NA,184.7006514,NA,NA,NA,NA,NA,NA,NA,2724064,NA,NA,NA,NA,NA,NA,NA,NA
