"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.7","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","mean_of_ratio_deviance","diff_filter","alternative_formula","Sample1_masslistsMGC2101810_LSt_MA_FTMS_PB_4_01_1-2-13_1_21358.csv","Sample2_masslistsMGC2101810_LSt_MA_FTMS_PB_4_02_1-2-13_1_21368.csv","Sample3_masslistsMGC2101810_LSt_MA_FTMS_PB_4_03_1-2-13_1_21378.csv","Sample4_masslistsMGC2101821_LSt_MA_FTMS_STD1_B1_01_1-2-6_1_21280.csv","Sample5_masslistsMGC2101821_LSt_MA_FTMS_STD1_B1_01_1-2-8_1_21306.csv","Sample6_masslistsMGC2101821_LSt_MA_FTMS_STD1_B1_02_1-2-6_1_21290.csv","Sample7_masslistsMGC2101821_LSt_MA_FTMS_STD1_B2_02_1-2-8_1_21314.csv","Sample8_masslistsMGC2101821_LSt_MA_FTMS_STD1_B2_03_1-2-6_1_21298.csv","Sample9_masslistsMGC2101821_LSt_MA_FTMS_STD1_B2_03_1-2-8_1_21324.csv"
-1,338.107480082034,0.0039456,339.114755176,"C_14 H_18 O_7 N_2 C13_1","C15H18N2O7","C_14 H_17 O_7 N_2 C13_1",3,15,1.2,0.467,14,18,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492398.77211471,646124,338.107487461212,0.101659638565328,2,0,0.26,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.1,-54.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.144026059936,NA,NA,NA,NA,600,54.92,FALSE,NA,NA,NA,NA,NA,NA,3955419,NA,3753526,NA
-1,338.124516556483,0.0246187,339.131801337,"C_16 H_21 O_7 N_1","C16H21NO7","C_16 H_20 O_7 N_1",11,16,1.312,0.438,16,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492398.77211471,571546.333333333,338.12452511611,0.0178172563252604,3,0,0.22,7,0,0,0,1,0,1,0,0,0,0,0,0,0,7.08,52.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.363602244974,NA,NA,NA,NA,381,52.72,FALSE,NA,NA,NA,NA,24771608,NA,25082590,NA,24360506,NA
-1,338.132644512224,0.0406204,339.139907168,"C_16 H_22 O_7 C13_1","C17H22O7","C_16 H_21 O_7 C13_1",19,17,1.294,0.412,16,22,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492398.77211471,574309,338.13265306241,0.030835574906578,3,0,0.26,7,0,0,0,1,0,1,0,0,0,0,0,0,0,5.5,-88.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.122176411213,NA,NA,NA,NA,49,88.6,FALSE,NA,NA,NA,NA,19233818,NA,19217120,NA,19166780,NA
0,338.13576641468,0.0239427,339.143034726,"C_15 H_21 O_6 N_3","C15H21N3O6","C_15 H_20 O_6 N_3",1,15,1.4,0.4,15,21,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492398.77211471,630156.5,338.135773886078,0.197393192239024,2,0,0.11,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,Inf,FALSE,NA,NA,NA,NA,NA,NA,5376738,NA,4343358,NA
0,338.160884746105,0.0753019,339.168186718,"C_17 H_25 O_6 N_1","C17H25NO6","C_17 H_24 O_6 N_1",6,17,1.471,0.353,17,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492398.77211471,626385,338.160893309244,0.049579975601095,3,0,0.15,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,Inf,FALSE,NA,NA,NA,NA,6888482,NA,5954280,NA,6448708,NA
-1,338.169018905368,0.0082199,339.176292549,"C_17 H_26 O_6 C13_1","C18H26O6","C_17 H_25 O_6 C13_1",17,18,1.444,0.333,17,26,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492398.77211471,588765,338.169027538009,0.0103386298905883,3,0,0.2,6,0,0,0,1,0,1,0,0,0,0,0,0,0,2.44,-19.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7082046358932,NA,NA,NA,NA,41,19.39,FALSE,NA,NA,NA,NA,8535076,NA,9411306,NA,7607878,NA
0,338.197288411956,0.0213883,339.204572099,"C_18 H_29 O_5 N_1","C18H29NO5","C_18 H_28 O_5 N_1",9,18,1.611,0.278,18,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492398.77211471,598258.777777778,338.197291197288,0.0113327774060087,9,0,0.1,5,0,0,0,0,0,0,1,0,1,1,0,0,0,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,Inf,FALSE,NA,12892635,12385549,11682027,13106220,6082214,14056176,4808218,13694541,5247993
0,338.233683841573,0.0082331,339.24095748,"C_19 H_33 O_4 N_1","C19H33NO4","C_19 H_32 O_4 N_1",16,19,1.737,0.211,19,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492398.77211471,569798.142857143,338.23368649111,0.039410538778945,7,0,0.06,4,0,0,0,0,0,0,1,0,1,1,0,0,0,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,Inf,FALSE,NA,14064095,12680466,16048368,8264759,NA,8649465,4029983,8590934,NA
-1,339.072146205404,0.0262703,340.079431571,"C_15 H_16 O_9","C15H16O9","C_15 H_15 O_9",26,15,1.067,0.6,15,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,569937,339.072154797415,0.020103588200247,3,0,0.33,8,0,0,0,1,1,0,0,0,0,0,0,0,0,4.99,284.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.491117341047,NA,NA,NA,NA,60,284.01,FALSE,NA,NA,NA,NA,17710364,NA,16710596,NA,17905446,NA
0,339.083376331346,0.035864,340.09066496,"C_14 H_16 O_8 N_2","C14H16N2O8","C_14 H_15 O_8 N_2",1,14,1.143,0.571,14,16,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,631142,339.08338490113,0.165759483186735,3,0,0.25,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,Inf,FALSE,NA,NA,NA,NA,3800352,NA,4033479,NA,4142888,NA
-1,339.108546882773,0.0187054,340.115816952,"C_16 H_20 O_8","C16H20O8","C_16 H_19 O_8",23,16,1.25,0.5,16,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,566116.5,339.108554992319,0.0639215817000749,4,0,0.25,7,0,0,0,1,0,1,0,0,0,0,0,0,0,22.92,-65.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7804197787666,NA,NA,NA,NA,50,65.05,FALSE,NA,NA,NA,NA,106462504,NA,104758224,3675800,105281328,NA
-1,339.127879042095,0.0020521,340.135156172,"C_15 H_21 O_7 N_1 C13_1","C16H21NO7","C_15 H_20 O_7 N_1 C13_1",11,16,1.312,0.438,15,21,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,589801.666666667,339.127887526658,0.170811914625284,3,0,0.22,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.33,52.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.363602244974,NA,NA,NA,NA,381,52.72,FALSE,NA,NA,NA,NA,4447532,NA,4119505,NA,5408564,NA
-1,339.144944518359,0.0547314,340.152202333,"C_17 H_24 O_7","C17H24O7","C_17 H_23 O_7",18,17,1.412,0.412,17,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,563804.666666667,339.144953137491,0.0048205991871087,3,0,0.19,6,0,0,0,1,0,1,0,0,0,0,0,0,0,20.74,-127.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.352003178493,NA,NA,NA,NA,42,127.32,FALSE,NA,NA,NA,NA,73366832,NA,71859160,NA,72120120,NA
0,339.181308562146,0.0079956,340.188587714,"C_18 H_28 O_6","C18H28O6","C_18 H_27 O_6",13,18,1.556,0.333,18,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,624021,339.18131375919,0.0717830644556641,6,0,0.13,5,0,0,0,0,0,0,1,0,1,0,0,0,0,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Inf,FALSE,NA,3627578,4328847,4018545,14990651,NA,14367710,NA,13481793,NA
0,339.192557329325,0.0372075,340.199821103,"C_17 H_28 O_5 N_2","C17H28N2O5","C_17 H_27 O_5 N_2",6,17,1.647,0.294,17,28,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,489527.5,339.192562734671,0.0893718337080214,2,0,0.04,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,Inf,FALSE,NA,NA,3716496,NA,3847486,NA,NA,NA,NA,NA
-2,339.199945433414,0.0176598,340.207215857,"C_19 H_32 O_3 S_1","C19H32O3S","C_19 H_31 O_3 S_1",11,19,1.684,0.158,19,32,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,566257.666666667,339.199946755788,0.0255878411144814,9,0,0.09,4,0,0,0,0,0,0,1,0,1,0,0,0,0,18.38,-74.07,NA,NA,-133.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.695057670054,NA,NA,159.602156379637,NA,182,103.62,FALSE,NA,147348032,154295696,148660592,26885440,15109908,28179426,14323365,28505926,14357598
0,339.217716236311,0.0575296,340.224973095,"C_19 H_32 O_5","C19H32O5","C_19 H_31 O_5",12,19,1.684,0.263,19,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,581776,339.21771807639,0.0900427985179107,2,0,0.09,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Inf,FALSE,NA,NA,NA,4110710,NA,NA,NA,NA,3585866,NA
0,339.228942423085,0.03636,340.236206484,"C_18 H_32 O_4 N_2","C18H32N2O4","C_18 H_31 O_4 N_2",4,18,1.778,0.222,18,32,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492987.83788718,575651,339.228945117916,0.0489405580625631,6,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,Inf,FALSE,NA,18258494,17128852,17539448,8273224,NA,8625129,NA,8918860,NA
-1,340.075499070285,0.0319688,341.082786406,"C_14 H_16 O_9 C13_1","C15H16O9","C_14 H_15 O_9 C13_1",26,15,1.067,0.6,14,16,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493577.36760719,582580.5,340.07550656909,0.286457147335979,2,0,0.33,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.07,284.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.491117341047,NA,NA,NA,NA,60,284.01,FALSE,NA,NA,NA,NA,NA,NA,3830964,NA,3622941,NA
0,340.103789018174,0.0014834,341.111065956,"C_15 H_19 O_8 N_1","C15H19NO8","C_15 H_18 O_8 N_1",8,15,1.267,0.533,15,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493577.36760719,581521,340.103797643785,0.0161279058067255,3,0,0.2,7,0,0,0,1,1,0,0,0,0,0,0,0,0,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,Inf,FALSE,NA,NA,NA,NA,16563767,NA,16334011,NA,18053156,NA
-1,340.111914990565,0.0575605,341.119171787,"C_15 H_20 O_8 C13_1","C16H20O8","C_15 H_19 O_8 C13_1",23,16,1.25,0.5,15,20,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493577.36760719,577574.666666667,340.111923629216,0.030664458089665,3,0,0.25,7,0,0,0,1,0,1,0,0,0,0,0,0,0,5.05,-65.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7804197787666,NA,NA,NA,NA,50,65.05,FALSE,NA,NA,NA,NA,17350202,NA,17087676,NA,18495526,NA
0,340.140152977213,0.0642772,341.147451337,"C_16 H_23 O_7 N_1","C16H23NO7","C_16 H_22 O_7 N_1",7,16,1.438,0.438,16,23,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493577.36760719,585599,340.140161691593,0.0205908703924357,3,0,0.13,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,Inf,FALSE,NA,NA,NA,NA,11681345,NA,11279556,NA,10868781,NA
-1,340.148264976359,0.0461959,341.155557168,"C_16 H_24 O_7 C13_1","C17H24O7","C_16 H_23 O_7 C13_1",18,17,1.412,0.412,16,24,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493577.36760719,586695,340.148273680348,0.021696849718933,3,0,0.19,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3.44,-127.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.352003178493,NA,NA,NA,NA,42,127.32,FALSE,NA,NA,NA,NA,12795459,NA,11386053,NA,11868207,NA
0,340.17658268016,0.0656362,341.183836718,"C_17 H_27 O_6 N_1","C17H27NO6","C_17 H_26 O_6 N_1",8,17,1.588,0.353,17,27,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493577.36760719,573782,340.17659008196,0.0254859736236745,2,0,0.08,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,Inf,FALSE,NA,NA,NA,NA,NA,NA,4115660,NA,4704310,NA
-1,340.203299403916,0.0150728,341.210570692,"C_18 H_32 O_3 S_1 C13_1","C19H32O3S","C_18 H_31 O_3 S_1 C13_1",11,19,1.684,0.158,18,32,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493577.36760719,611445.125,340.203300727261,0.0578893380121754,8,0,0.09,4,0,0,0,0,0,0,1,0,1,0,0,0,0,3.96,-74.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.695057670054,NA,NA,NA,NA,182,74.07,FALSE,NA,28629658,31514130,28238328,5185106,3837824,4386003,3526445,5478460,NA
-1,340.212957724511,0.035335,341.220222099,"C_18 H_31 O_5 N_1","C18H31NO5","C_18 H_30 O_5 N_1",10,18,1.722,0.278,18,31,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493577.36760719,570584.111111111,340.212960333708,0.0324459539400209,9,0,0.03,4,0,0,0,0,0,0,1,0,1,1,0,0,0,6.67,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.013376746687,NA,NA,NA,NA,377,0.08,FALSE,NA,27974300,28859924,28238330,26607188,14126976,26901716,16256815,26245182,14554306
0,340.249333110314,0.0060424,341.25660748,"C_19 H_35 O_4 N_1","C19H35NO4","C_19 H_34 O_4 N_1",16,19,1.842,0.211,19,35,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493577.36760719,599692.25,340.249333980806,0.0659137639644255,4,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,Inf,FALSE,NA,7535263,8240665,8561151,3509855,NA,NA,NA,NA,NA
-1,341.087821807507,0.0487233,342.095081571,"C_15 H_18 O_9","C15H18O9","C_15 H_17 O_9",22,15,1.2,0.6,15,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,562568.333333333,341.087830565939,0.0087130631277344,3,0,0.24,7,0,0,0,1,1,0,0,0,0,0,0,0,0,9.87,-122.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.877878866058,NA,NA,NA,NA,61,122.81,FALSE,NA,NA,NA,NA,35585860,NA,33750436,NA,34175252,NA
0,341.103082780218,0.0628394,342.110337714,"C_19 H_18 O_6","C19H18O6","C_19 H_17 O_6",2,19,0.947,0.316,19,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,643529.5,341.103093230112,0.120629429354601,2,0.38,0.5,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,Inf,FALSE,NA,NA,NA,NA,4616006,NA,3997096,NA,NA,NA
-1,341.12418751389,0.008789,342.131466952,"C_16 H_22 O_8","C16H22O8","C_16 H_21 O_8",17,16,1.375,0.5,16,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,564141.333333333,341.124196282367,0.00257516741024676,3,0,0.17,6,0,0,0,1,0,1,0,0,0,0,0,0,0,21.42,-57.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3725692616484,NA,NA,NA,NA,51,57.44,FALSE,NA,NA,NA,NA,77037384,NA,74218928,NA,73300256,NA
-1,341.16055871434,0.0502297,342.167852333,"C_17 H_26 O_7","C17H26O7","C_17 H_25 O_7",14,17,1.529,0.412,17,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,577120.666666667,341.160567430226,0.0168512123357569,3,0,0.11,5,0,0,0,0,0,0,1,0,1,0,0,0,0,6.9,-49.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.888431047985,NA,NA,NA,NA,43,49.33,FALSE,NA,NA,NA,NA,23691094,NA,23543222,NA,25082150,NA
0,341.179234394283,0.0886943,342.186480476,"C_18 H_30 O_4 S_1","C18H30O4S","C_18 H_29 O_4 S_1",2,18,1.667,0.222,18,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,679991,341.179233006376,0.0715522141760579,3,0,0.07,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,Inf,FALSE,NA,3898100,3681934,4334200,NA,NA,NA,NA,NA,NA
-1,341.195775269299,0.1196483,342.203010757,"C_19 H_32 O_3 S34_1","C19H32O3S","C_19 H_31 O_3 S34_1",11,19,1.684,0.158,19,32,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,633201,341.195773939494,0.10184335955643,3,0,0.09,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.67,NA,NA,NA,-133.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.602156379637,NA,182,133.17,FALSE,NA,4664053,5971600,6828667,NA,NA,NA,NA,NA,NA
0,341.196967365452,0.0177759,342.204237714,"C_18 H_30 O_6","C18H30O6","C_18 H_29 O_6",9,18,1.667,0.333,18,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,586651.428571429,341.196970815327,0.0696552483887998,7,0,0.07,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Inf,FALSE,NA,6617845,8650384,7234171,8716128,3543016,7871935,NA,7731503,NA
0,341.208180480029,0.041468,342.215471103,"C_17 H_30 O_5 N_2","C17H30N2O5","C_17 H_29 O_5 N_2",6,17,1.765,0.294,17,30,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,596079.555555556,341.20818267349,0.0534000047238916,9,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,Inf,FALSE,NA,8411894,7683730,9650812,7962467,10629097,6299073,9801652,6244658,9196833
-1,341.216283576273,0.0494589,342.223576934,"C_17 H_31 O_5 N_1 C13_1","C18H31NO5","C_17 H_30 O_5 N_1 C13_1",10,18,1.722,0.278,17,31,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,598067.571428571,341.21628668751,0.13011261481318,7,0,0.03,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.48,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.013376746687,NA,NA,NA,NA,377,0.08,FALSE,NA,5331703,5475987,5825149,5140325,NA,4935107,NA,5151028,4236578
0,341.2445929008,0.0375396,342.251856484,"C_18 H_34 O_4 N_2","C18H34N2O4","C_18 H_33 O_4 N_2",3,18,1.889,0.222,18,34,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494167.36676015,613286.6,341.244595689252,0.110257863399739,5,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,Inf,FALSE,NA,5815034,5971606,5907073,4145005,NA,3694026,NA,NA,NA
-1,342.091181472669,0.0626584,343.098436406,"C_14 H_18 O_9 C13_1","C15H18O9","C_14 H_17 O_9 C13_1",22,15,1.2,0.6,14,18,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494757.84115104,645697,342.0911901368,0.0371837987445272,3,0,0.24,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1.45,-122.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.877878866058,NA,NA,NA,NA,61,122.81,FALSE,NA,NA,NA,NA,4251729,NA,5123730,NA,5851656,NA
0,342.119463676684,0.070388,343.126715956,"C_15 H_21 O_8 N_1","C15H21NO8","C_15 H_20 O_8 N_1",5,15,1.4,0.533,15,21,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494757.84115104,608764.666666667,342.119472532674,0.0369891281378081,3,0,0.1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,Inf,FALSE,NA,NA,NA,NA,8347737,NA,7020184,NA,7420431,NA
-1,342.127560588058,0.0443936,343.134821787,"C_15 H_22 O_8 C13_1","C16H22O8","C_15 H_21 O_8 C13_1",17,16,1.375,0.5,15,22,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494757.84115104,577530,342.12756944616,0.0311597746043046,3,0,0.17,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3.61,-57.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3725692616484,NA,NA,NA,NA,51,57.44,FALSE,NA,NA,NA,NA,13385819,NA,12336794,NA,12139025,NA
0,342.132280131732,0.1381158,343.139603956,"C_12 H_26 O_8 N_1 P_1","C12H26NO8P","C_12 H_25 O_8 N_1 P_1",2,12,2.167,0.667,12,26,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494757.84115104,646982.333333333,342.132288992241,0.0582704437166498,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,Inf,TRUE,"C_23 H_21 N_1 S_1",NA,NA,NA,5115996,NA,4619931,NA,4598290,NA
0,342.132280131732,0.2493417,343.139471004,"C_23 H_21 N_1 S_1","C23H21NS","C_23 H_20 N_1 S_1",2,23,0.913,0,23,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494757.84115104,646982.333333333,342.132288992241,0.0582704437166498,3,0.57,0.57,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,Inf,TRUE,"C_23 H_21 N_1 S_1",NA,NA,NA,5115996,NA,4619931,NA,4598290,NA
