"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.3","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3454.csv","Sample2_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3462.csv","Sample3_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3470.csv","Sample4_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3456.csv","Sample5_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3464.csv","Sample6_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3592.csv","Sample7_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-1_1-1-4_1_3458.csv","Sample8_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-1_1-1-4_1_3466.csv","Sample9_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-1_1-1-4_1_3474.csv","Sample10_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-2_1-1-5_1_3478.csv","Sample11_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-2_1-1-5_1_3486.csv","Sample12_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-2_1-1-5_1_3494.csv"
0,217.108138263301,0.0385117,218.115423095,"C_10 H_18 O_5","C10H18O5","C_10 H_17 O_5",13,10,1.8,0.5,10,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445498.35905319,1011760.16666667,217.108139123711,0.0735502397265811,6,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,FALSE,NA,NA,NA,NA,4786283,4076940,4867934,3571040,3919449,6200804,NA,NA,NA
-1,217.127484963454,0.0042176,218.134762315,"C_9 H_19 O_4 N_1 C13_1","C10H19NO4","C_9 H_18 O_4 N_1 C13_1",16,10,1.9,0.4,9,19,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445498.35905319,992271,217.127485577711,0.0377373312344439,8,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2.35,-62.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.743962352725,NA,NA,NA,NA,38,FALSE,NA,NA,NA,NA,6418550,7720342,7192424,5320043,6491748,6884846,2516288,NA,3428499
-1,218.103390022782,0.0257632,219.110672099,"C_9 H_17 O_5 N_1","C9H17NO5","C_9 H_16 O_5 N_1",15,9,1.889,0.556,9,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445953.6120918,917242.111111111,218.103390385786,0.0438887658403862,9,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,11.4,-21.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4663309405452,NA,NA,NA,NA,59,FALSE,NA,NA,NA,NA,4166265,4491159,4190584,19152740,22044782,20848634,57581376,59941384,58598044
0,219.087412179552,0.0040755,220.094687714,"C_9 H_16 O_6","C9H16O6","C_9 H_15 O_6",1,9,1.778,0.667,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446408.93756728,975775.5,219.087412850098,0.00498450042024529,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,FALSE,NA,NA,NA,2463167,NA,2953630,NA,NA,NA,NA,NA,NA,NA
0,219.102692452457,0.1137023,220.109943857,"C_13 H_16 O_3","C13H16O3","C_13 H_15 O_3",5,13,1.231,0.231,13,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446408.93756728,944194.5,219.102694853828,0.176023512544194,2,0.3,0.39,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,FALSE,NA,NA,2918779,NA,NA,NA,NA,NA,NA,3334675,NA,NA,NA
-1,219.106758788544,0.0376441,220.114026934,"C_8 H_17 O_5 N_1 C13_1","C9H17NO5","C_8 H_16 O_5 N_1 C13_1",15,9,1.889,0.556,8,17,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446408.93756728,988103.333333333,219.106758788544,0.0121010174671506,3,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,2.36,-21.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4663309405452,NA,NA,NA,NA,59,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5341522,5936150,6063288
0,219.175451952776,0.0625163,220.182714619,"C_15 H_24 O_1","C15H24O","C_15 H_23 O_1",2,15,1.6,0.067,15,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446408.93756728,999763.5,219.175452633462,0.0323985609907171,2,0.21,0.24,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,FALSE,NA,NA,2829729,NA,NA,2950605,NA,NA,NA,NA,NA,NA,NA
0,220.134313069972,0.0509176,221.141578242,"C_13 H_19 O_2 N_1","C13H19NO2","C_13 H_18 O_2 N_1",3,13,1.462,0.154,13,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446864.33394677,964496.333333333,220.134313850028,0.120895011424382,3,0.2,0.27,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,FALSE,NA,NA,NA,NA,NA,NA,NA,2632581,3572918,3580992,NA,NA,NA
0,221.081939450497,0.033347,222.089208476,"C_12 H_14 O_4","C12H14O4","C_12 H_13 O_4",6,12,1.167,0.333,12,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447319.79969629,952458,221.081941812567,0.0975865089840047,5,0.25,0.4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE,NA,NA,5407105,3992059,3319977,NA,NA,4396405,NA,6080065,NA,NA,NA
0,221.118288895962,0.1284364,222.125593857,"C_13 H_18 O_3","C13H18O3","C_13 H_17 O_3",14,13,1.385,0.231,13,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447319.79969629,1006474.75,221.11828980857,0.0772104009695439,4,0.2,0.3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,NA,3010964,NA,NA,NA,2775014,NA,3290827,2940501,NA,NA,NA
-1,221.154702866147,0.0002701,222.161979238,"C_14 H_22 O_2","C14H22O2","C_14 H_21 O_2",7,14,1.571,0.143,14,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447319.79969629,893290.666666667,221.154703910297,0.0226941170917575,12,0.17,0.23,4,0,0,0,0,0,0,1,0,1,0,0,0,0,8.82,-93.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.533058470332,NA,NA,NA,NA,110,FALSE,NA,17917042,16171431,18426402,31172816,32761318,34547704,25879962,26371806,28517992,8639888,10184783,8550665
0,222.077174620273,0.0288142,223.08445748,"C_11 H_13 O_4 N_1","C11H13NO4","C_11 H_12 O_4 N_1",1,11,1.182,0.364,11,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447775.33328071,914615.333333333,222.077175408805,0.0257435084949039,3,0.17,0.38,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,FALSE,NA,NA,NA,NA,NA,NA,NA,6338431,7833812,8669278,NA,NA,NA
0,222.113573217605,0.030423,223.120842861,"C_12 H_17 O_3 N_1","C12H17NO3","C_12 H_16 O_3 N_1",13,12,1.417,0.25,12,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447775.33328071,924694.666666667,222.113574005292,0.0259797722627198,6,0.12,0.26,5,0,0,0,1,0,1,0,0,0,0,0,0,0,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,FALSE,NA,NA,NA,NA,4461265,5834726,5958152,7522194,7301351,7891058,NA,NA,NA
0,222.149946711579,0.0228494,223.157228242,"C_13 H_21 O_2 N_1","C13H21NO2","C_13 H_20 O_2 N_1",13,13,1.615,0.154,13,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447775.33328071,947595.5,222.149947578622,0.0459405900496248,6,0.1,0.18,4,0,0,0,0,0,0,1,0,1,1,0,0,0,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,FALSE,NA,NA,NA,NA,4461284,4349945,3389980,5613477,5261563,6891654,NA,NA,NA
-1,222.158065977627,0.0373535,223.165334073,"C_13 H_22 O_2 C13_1","C14H22O2","C_13 H_21 O_2 C13_1",7,14,1.571,0.143,13,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447775.33328071,986119.222222222,222.158067321019,0.0850632000535886,9,0.17,0.23,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.49,-93.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.533058470332,NA,NA,NA,NA,110,FALSE,NA,2721402,2952115,3261510,5323497,4374526,3879457,4360105,2740480,3270794,NA,NA,NA
0,222.186345605992,0.0377027,223.193613623,"C_14 H_25 O_1 N_1","C14H25NO","C_14 H_24 O_1 N_1",7,14,1.786,0.071,14,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447775.33328071,962625.333333333,222.186346409944,0.0705400160431876,6,0.08,0.12,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,FALSE,NA,NA,NA,NA,3156728,3559437,4450865,3442616,3913999,4423833,NA,NA,NA
0,223.058802244009,0.4760917,224.065972,"C_15 H_12 S_1","C15H12S","C_15 H_11 S_1",1,15,0.8,0,15,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448230.93316373,921351,223.05880261613,0.125359052518461,2,0.64,0.64,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,FALSE,NA,NA,NA,NA,NA,NA,2536465,NA,NA,NA,NA,NA,2544915
0,223.061198556601,0.0084483,224.068473095,"C_11 H_12 O_5","C11H12O5","C_11 H_11 O_5",9,11,1.091,0.455,11,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448230.93316373,921268,223.061200089574,0.205355383610096,2,0.17,0.41,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,FALSE,NA,NA,NA,NA,NA,NA,2625042,NA,NA,2595446,NA,NA,NA
0,223.097569347584,0.0566565,224.104858476,"C_12 H_16 O_4","C12H16O4","C_12 H_15 O_4",13,12,1.333,0.333,12,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448230.93316373,958046,223.097570347449,0.0431191710003659,4,0.12,0.3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,FALSE,NA,NA,3487135,NA,NA,NA,2726950,NA,2599679,3689098,NA,NA,NA
0,223.133974225141,0.030338,224.141243857,"C_13 H_20 O_3","C13H20O3","C_13 H_19 O_3",11,13,1.538,0.231,13,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448230.93316373,946425.2,223.133975120622,0.115997099378773,5,0.1,0.22,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,FALSE,NA,NA,NA,NA,2995444,2501127,NA,8268203,6847251,7490206,NA,NA,NA
0,223.170335458875,0.0773851,224.177629238,"C_14 H_24 O_2","C14H24O2","C_14 H_23 O_2",8,14,1.714,0.143,14,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448230.93316373,886846,223.17033747376,0.118590400068077,2,0.08,0.15,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,FALSE,NA,NA,NA,NA,NA,NA,NA,4364734,NA,3031730,NA,NA,NA
-1,224.129219259969,0.0125746,225.136492861,"C_12 H_19 O_3 N_1","C12H19NO3","C_12 H_18 O_3 N_1",16,12,1.583,0.25,12,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448686.59780792,874830.833333333,224.129220112277,0.00983837127969099,6,0,0.16,4,0,0,0,0,0,0,1,0,1,1,0,0,0,8.44,111.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.568504421295,NA,NA,NA,NA,51,FALSE,NA,NA,NA,NA,16756491,17214492,18042464,23767992,23080242,25210046,NA,NA,NA
0,224.165598623898,0.0141536,225.172878242,"C_13 H_23 O_2 N_1","C13H23NO2","C_13 H_22 O_2 N_1",18,13,1.769,0.154,13,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448686.59780792,947767.777777778,224.165599782343,0.0229480846623261,9,0,0.09,3,0,0,0,0,0,0,1,0,1,1,0,0,0,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,FALSE,NA,2892430,3448784,2504849,8339231,6413360,8175220,10726347,10349894,10661073,NA,NA,NA
0,225.076813900366,0.1449151,226.084123095,"C_11 H_14 O_5","C11H14O5","C_11 H_13 O_5",9,11,1.273,0.455,11,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449142.3256747,863422,225.076815050285,0.117957119357222,2,0,0.29,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,2590404,NA,NA,2805087
0,225.11323049153,0.006868,226.120508476,"C_12 H_18 O_4","C12H18O4","C_12 H_17 O_4",11,12,1.5,0.333,12,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449142.3256747,954023.444444444,225.113231485491,0.0653023344474004,9,0,0.2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,NA,NA,3267011,2947737,5955869,5910061,5648513,4058560,5498701,3266264,3458519,NA,NA
-1,225.132559450722,0.052242,226.139847696,"C_11 H_19 O_3 N_1 C13_1","C12H19NO3","C_11 H_18 O_3 N_1 C13_1",16,12,1.583,0.25,11,19,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449142.3256747,961931.75,225.132560797381,0.0472557424244696,4,0,0.16,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.35,111.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.568504421295,NA,NA,NA,NA,51,FALSE,NA,NA,NA,NA,3379495,NA,NA,2919882,3415896,3530467,NA,NA,NA
0,225.149616548037,0.0038778,226.156893857,"C_13 H_22 O_3","C13H22O3","C_13 H_21 O_3",14,13,1.692,0.231,13,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449142.3256747,898117.444444444,225.149617828994,0.0285059821124334,9,0,0.13,3,0,0,0,0,0,0,1,0,1,0,0,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,FALSE,NA,8727695,7891414,9118381,12882224,11537984,9670805,10317267,7683937,10211052,NA,NA,NA
-1,225.186002695016,0.0004907,226.193279238,"C_14 H_26 O_2","C14H26O2","C_14 H_25 O_2",17,14,1.857,0.143,14,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449142.3256747,894812.111111111,225.186003915606,0.0252383523542089,9,0,0.08,2,0,0,0,0,0,0,1,0,1,0,0,0,0,4.01,472.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.683315280976,NA,NA,NA,NA,21,FALSE,NA,10120354,8436201,9900737,14045508,14650964,7446697,7536103,8839029,7458560,NA,NA,NA
0,226.072065860773,0.1312625,227.079372099,"C_10 H_13 O_5 N_1","C10H13NO5","C_10 H_12 O_5 N_1",1,10,1.3,0.5,10,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449598.11522434,880637,226.072064889769,0.264736899192462,2,0,0.23,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2499931,NA,2490332,NA,NA
-1,226.108481150928,0.0004491,227.11575748,"C_11 H_17 O_4 N_1","C11H17NO4","C_11 H_16 O_4 N_1",19,11,1.545,0.364,11,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449598.11522434,860773.888888889,226.108481753121,0.0348164419325845,9,0,0.12,4,0,0,0,0,0,0,1,0,1,1,0,0,0,6.61,127.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.624030976686,NA,NA,NA,NA,52,FALSE,NA,NA,NA,NA,17920822,18919492,18731688,19861454,20296046,23638266,8757231,8946331,8643475
0,226.144865348725,0.0047589,227.152142861,"C_12 H_21 O_3 N_1","C12H21NO3","C_12 H_20 O_3 N_1",19,12,1.75,0.25,12,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449598.11522434,864315.333333333,226.144866153601,0.0171632300975477,6,0,0.05,3,0,0,0,0,0,0,1,0,1,1,0,0,0,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,FALSE,NA,NA,NA,NA,12989257,13496408,14373565,15814626,16265603,19476750,NA,NA,NA
-1,226.181249335194,0.010894,227.188528242,"C_13 H_25 O_2 N_1","C13H25NO2","C_13 H_24 O_2 N_1",18,13,1.923,0.154,13,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449598.11522434,887261,226.181250410921,0.0209394450243581,9,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,4.73,222.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1411844279297,NA,NA,NA,NA,23,FALSE,NA,5324458,5915638,6894819,13472605,13922411,12235473,15552502,13365655,17674530,NA,NA,NA
-1,226.189422322192,0.2846916,227.196634073,"C_13 H_26 O_2 C13_1","C14H26O2","C_13 H_25 O_2 C13_1",17,14,1.857,0.143,13,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449598.11522434,874453,226.189422578506,0.313396216896191,2,0,0.08,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.09,472.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.683315280976,NA,NA,NA,NA,21,FALSE,NA,NA,2657275,NA,NA,2663536,NA,NA,NA,NA,NA,NA,NA
0,226.980934874741,0.4186576,227.988115857,"C_12 H_4 O_3 S_1","C12H4O3S","C_12 H_3 O_3 S_1",2,12,0.333,0.25,12,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449598.11522434,775234.333333333,226.980934874741,0.0735216799397352,3,0.88,0.89,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.58,NA,NA,NA,20114.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4283.06315822547,NA,84,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3304902,4009070,4322673
0,227.092497840405,0.00516,228.099773095,"C_11 H_16 O_5","C11H16O5","C_11 H_15 O_5",10,11,1.455,0.455,11,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450053.96511205,846848.333333333,227.092498089155,0.244479053461702,6,0,0.18,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,FALSE,NA,NA,NA,NA,NA,2543191,3101900,2698713,2653067,3651350,NA,NA,2527662
-1,227.11182524455,0.0466379,228.119112315,"C_10 H_17 O_4 N_1 C13_1","C11H17NO4","C_10 H_16 O_4 N_1 C13_1",19,11,1.545,0.364,10,17,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450053.96511205,900002.4,227.111826458123,0.0844024190715796,5,0,0.12,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.14,127.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.624030976686,NA,NA,NA,NA,52,FALSE,NA,NA,NA,NA,2732372,NA,3198167,2705891,2694038,2601761,NA,NA,NA
0,227.128880680632,0.0059789,228.136158476,"C_12 H_20 O_4","C12H20O4","C_12 H_19 O_4",16,12,1.667,0.333,12,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450053.96511205,987334.555555556,227.128881534424,0.0584252200795872,9,0,0.1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE,NA,2797722,2948587,2832108,2714973,4874858,3304672,4248045,5497759,4422443,NA,NA,NA
0,227.165264413658,0.0132005,228.172543857,"C_13 H_24 O_3","C13H24O3","C_13 H_23 O_3",20,13,1.846,0.231,13,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450053.96511205,894652.333333333,227.165265511597,0.0367541086968091,9,0,0.04,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,5116077,7106046,6887168,5838193,5821054,5436660,6951424,4955059,8803134,NA,NA,NA
-1,227.184608273646,0.0071343,228.191883077,"C_12 H_25 O_2 N_1 C13_1","C13H25NO2","C_12 H_24 O_2 N_1 C13_1",18,13,1.923,0.154,12,25,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450053.96511205,969139,227.184610344839,0.0498062453642557,2,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.21,222.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1411844279297,NA,NA,NA,NA,23,FALSE,NA,NA,NA,NA,NA,NA,NA,2920970,NA,2984777,NA,NA,NA
-1,227.201652887864,0.0003549,228.208929238,"C_14 H_28 O_2","C14H28O2","C_14 H_27 O_2",31,14,2,0.143,14,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450053.96511205,848932.9,227.201653873046,0.0853137961150336,10,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,51.9,-16.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1554445331905,NA,NA,NA,NA,5,FALSE,NA,153989312,153726480,156743440,181122432,187675280,77247752,126071312,126596040,105886544,NA,2562276,NA
-1,228.12413190564,0.0037402,229.13140748,"C_11 H_19 O_4 N_1","C11H19NO4","C_11 H_18 O_4 N_1",22,11,1.727,0.364,11,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450509.8747766,856983.111111111,228.124132420095,0.0352604832177618,9,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,7.58,172.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.90381992266,NA,NA,NA,NA,54,FALSE,NA,NA,NA,NA,22345592,22017156,23541514,24523774,25556418,27473230,6882353,7890643,6911972
