"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.6","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3712.csv","Sample2_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3718.csv","Sample3_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3724.csv","Sample4_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3714.csv","Sample5_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3720.csv","Sample6_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3726.csv","Sample7_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3730.csv","Sample8_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3736.csv","Sample9_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3742.csv","Sample10_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3732.csv","Sample11_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3738.csv","Sample12_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3744.csv","Sample13_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3748.csv","Sample14_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3762.csv","Sample15_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3768.csv","Sample16_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3764.csv","Sample17_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3770.csv","Sample18_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3772.csv","Sample19_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3776.csv","Sample20_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3782.csv","Sample21_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3788.csv","Sample22_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3778.csv","Sample23_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3784.csv","Sample24_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3790.csv","Sample25_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3794.csv","Sample26_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3802.csv","Sample27_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3810.csv","Sample28_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3796.csv","Sample29_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3804.csv","Sample30_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3812.csv","Sample31_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3798.csv","Sample32_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3806.csv","Sample33_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3814.csv"
0,239.034984508511,0.0102649,240.042258476,"C_14 H_8 O_4","C14H8O4","C_14 H_7 O_4",1,14,0.571,0.286,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567949.02921192,836155.666666667,239.034984508511,0.0378536322103263,9,0.7,0.75,11,1,0,1,0,0,0,0,0,0,0,0,0,0,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9414149,9712470,9181046,10224715,10765726,8422716,NA,NA,NA,7221733,6657261,6280935,NA,NA,NA
0,240.124154692919,0.0980544,241.13140748,"C_12 H_19 O_4 N_1","C12H19NO4","C_12 H_18 O_4 N_1",1,12,1.583,0.333,12,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568682.94510309,829751.5,240.124154692919,0.171190889004067,6,0,0.11,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,NA,NA,NA,NA,NA,NA,3391920,3676108,NA,NA,3204659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2801264,3733457,2611051,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,240.97882544859,0.3853982,241.986008619,"C_13 H_6 O_1 S_2","C13H6OS2","C_13 H_5 O_1 S_2",3,13,0.462,0.077,13,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568682.94510309,799465.636363636,240.97882544859,0.00484215176359705,33,0.8,0.81,11,1,0,1,0,0,0,0,0,0,0,0,0,0,24.49,-443.27,NA,NA,-394.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.806417204051,NA,NA,87.049654256134,35,FALSE,NA,63555064,61392972,64342196,50414708,52510940,48810920,51692372,52054396,53889204,56740412,52479964,51921888,62178544,61392848,63849536,57692192,61426636,58934516,73910760,71091992,68635480,82823200,77187464,76269856,68372208,64112472,67979904,75679160,72992992,70994656,64668660,59230844,56738532
0,240.988339780122,0.3784903,241.995524619,"C_13 H_7 O_1 S_1 P_1","C13H7OPS","C_13 H_6 O_1 S_1 P_1",1,13,0.538,0.077,13,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568682.94510309,857624.15,240.988339780122,0.0851806753043941,20,0.8,0.81,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,FALSE,NA,4232701,4704338,3047609,2620537,NA,4051886,3699546,4266370,3365048,2615872,NA,3169253,NA,NA,2806855,3338276,3963857,2766074,2687469,3555103,NA,NA,NA,NA,2733810,2619228,2726531,NA,NA,NA,2739195,NA,NA
0,241.217283985596,0.0777006,242.224579238,"C_15 H_30 O_2","C15H30O2","C_15 H_29 O_2",4,15,2,0.133,15,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569417.03024954,811835.777777778,241.217283985596,0.130693631470797,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,FALSE,NA,2758254,NA,NA,NA,3279185,NA,NA,NA,NA,NA,2670677,2788437,NA,NA,NA,NA,2722886,NA,NA,NA,2888656,2915477,NA,NA,NA,3013584,NA,NA,NA,NA,NA,NA,2673496
-1,241.982187173661,0.4121619,242.989363454,"C_12 H_6 O_1 S_2 C13_1","C13H6OS2","C_12 H_5 O_1 S_2 C13_1",3,13,0.462,0.077,12,6,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569417.03024954,872366.090909091,241.982187173661,0.0620047130405268,33,0.8,0.81,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.98,-443.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.806417204051,NA,NA,NA,35,FALSE,NA,5089258,4606542,5675704,2834028,4907721,3906998,5219652,4926329,4649648,4396090,4147666,4439502,5596890,5110219,5056053,4301364,5471694,4230878,3963880,5937419,5143893,4839957,6245264,6695714,5581031,4528470,6417532,5572524,7031535,6896879,4773351,3675272,6108364
0,242.139779268981,0.0073166,243.14705748,"C_12 H_21 O_4 N_1","C12H21NO4","C_12 H_20 O_4 N_1",1,12,1.75,0.333,12,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570151.28301578,938675.333333333,242.139779268981,0.243451391992185,6,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,FALSE,NA,NA,NA,NA,2617018,NA,NA,NA,3597256,3099391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2591331,NA,3703667,NA,NA,NA,NA,NA,NA,NA,2743514,NA
0,242.17616559699,0.0034213,243.183442861,"C_13 H_25 O_3 N_1","C13H25NO3","C_13 H_24 O_3 N_1",1,13,1.923,0.231,13,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570151.28301578,861378.121212121,242.17616559699,0.0520086895538726,33,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,FALSE,NA,5208138,7551665,3234588,5400269,5903144,5066268,5752227,5438427,6216466,4213917,3992115,4335149,4386617,4422188,5699221,7402138,6815281,7939900,4365388,4209003,5053880,5024374,5098484,6921093,6678857,5614008,5807327,4958221,4914004,4861269,9537095,9366765,10609962
-1,242.97462520227,0.4021405,243.981803519,"C_13 H_6 O_1 S_1 S34_1","C13H6OS2","C_13 H_5 O_1 S_1 S34_1",3,13,0.462,0.077,13,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570151.28301578,887880.769230769,242.97462520227,0.0907343554508345,26,0.8,0.81,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.37,NA,NA,NA,-394.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.049654256134,35,FALSE,NA,3107285,NA,2649269,NA,2725039,2906045,NA,3405166,NA,4128306,2614208,NA,4083902,3156925,3895329,3439681,2826184,NA,4791778,3498742,3657549,4140037,4713871,4723996,NA,3230542,4175476,4006300,3319026,3745525,3475410,2605708,2761391
0,243.029891046339,0.023017,244.037173095,"C_13 H_8 O_5","C13H8O5","C_13 H_7 O_5",2,13,0.615,0.385,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570885.70176444,843695,243.029891046339,0.0588169950769722,4,0.62,0.71,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3095038,NA,NA,4099105,4443563,4595001,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,245.129550976484,0.0006582,246.136827246,"C_14 H_18 O_2 N_2","C14H18N2O2","C_14 H_17 O_2 N_2",5,14,1.286,0.143,14,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572355.02968696,923439.25,245.129550976484,0.157683730217824,12,0.3,0.36,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,NA,NA,NA,NA,2653327,NA,2763809,3550027,3805610,3117281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6537273,8315359,7983460,2830102,2578322,NA,NA,NA,NA,NA,2575082,2640580
-1,249.074460914181,0.4612332,250.081622,"C_17 H_14 S_1","C17H14S","C_17 H_13 S_1",2,17,0.824,0,17,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575295.58192458,786128.484848485,249.074460914181,0.0137856976840094,33,0.62,0.62,11,1,0,1,0,0,0,0,0,0,0,0,0,0,9,-117.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.026192609126,NA,NA,NA,73,FALSE,NA,20223364,19011662,19339474,24581170,25710666,25041942,22614726,23042392,23926926,24812078,24287100,22860630,22762560,22648734,23286742,21160114,23010260,19797048,23828970,21649058,21928774,30332888,28219826,28121382,23467718,23811920,24189544,24253804,23222582,23763778,20648828,19585754,19337778
-1,250.077818382473,0.4698766,251.084976835,"C_16 H_14 S_1 C13_1","C17H14S","C_16 H_13 S_1 C13_1",2,17,0.824,0,16,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2576031.10122759,838967.909090909,250.077818382473,0.110698605324374,33,0.62,0.62,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.51,-117.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.026192609126,NA,NA,NA,73,FALSE,NA,4183913,4205124,3807945,5338656,4928047,3683865,3378345,3877705,3431036,3671071,3537251,3544380,5379615,3051916,4570559,4283063,2876873,3231252,3228640,4006025,3329336,5122499,3339179,5729051,3186871,3082564,4328538,3925847,3046197,3452226,4124001,3654875,3626002
0,253.014250744065,0.0160656,254.021523095,"C_14 H_6 O_5","C14H6O5","C_14 H_5 O_5",2,14,0.429,0.357,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2578238.53591974,846538,253.014250744065,0.0446889641349651,6,0.78,0.83,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3707278,3763726,3824346,5136215,3352932,5902535,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,255.029910303137,0.0532735,256.037173095,"C_14 H_8 O_5","C14H8O5","C_14 H_7 O_5",1,14,0.571,0.357,14,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579710.86250488,777501.818181818,255.029910303137,0.179059659429201,11,0.67,0.74,11,1,0,1,0,0,0,0,0,0,0,0,0,0,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,FALSE,NA,3090601,2841547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10093929,11428301,10782380,12108576,12436806,11568289,NA,NA,NA,6946995,6186218,6002426,NA,NA,NA
-1,255.232956670069,0.0150796,256.240229238,"C_16 H_32 O_2","C16H32O2","C_16 H_31 O_2",4,16,2,0.125,16,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579710.86250488,766114.060606061,255.232956670069,0.0166805348041943,33,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7.12,31.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.89207819843,NA,NA,NA,50,FALSE,NA,24830216,23716910,23372994,22470638,22928332,21489736,18456122,18015516,16884804,18720250,21144332,19930846,18833304,16819036,17899368,16395492,17295282,16727943,20899276,20226604,20260622,19440512,17720746,17392900,14877332,12993325,12191276,15753492,14845263,14067550,17161978,16082696,16031134
-1,256.236305529555,0.0082101,257.243584073,"C_15 H_32 O_2 C13_1","C16H32O2","C_15 H_31 O_2 C13_1",4,16,2,0.125,15,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580447.22742689,869408.655172414,256.236305529555,0.0780552443050336,29,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.35,31.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.89207819843,NA,NA,NA,50,FALSE,NA,4559585,3694101,3819180,3127759,5639590,4291131,3799055,NA,3106339,2936798,2778341,4743352,3445096,2858303,2624833,3235542,3455383,2599255,3334068,3443718,3102959,4060511,3276692,2795241,3136633,2860308,NA,3535602,2772798,NA,3324113,NA,4327284
-1,259.145202174462,0.0052277,260.152477246,"C_15 H_20 O_2 N_2","C15H20N2O2","C_15 H_19 O_2 N_2",5,15,1.333,0.133,15,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582657.09011045,804872.740740741,259.145202174462,0.0373816052281133,27,0.27,0.33,7,0,0,0,1,0,1,0,0,0,0,0,0,0,3.3,234.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565.85027108814,NA,NA,NA,49,FALSE,NA,NA,NA,NA,7014199,8094452,9015251,9168209,9751654,8760189,5918022,6638129,6252041,NA,NA,NA,4428900,4042503,3796615,3163432,3805524,2874963,27585208,24980752,25308250,7047658,8432263,8322415,4286540,5209290,4157144,7570966,7835289,6862010
-1,260.14857382893,0.0696136,261.155832081,"C_14 H_20 O_2 N_2 C13_1","C15H20N2O2","C_14 H_19 O_2 N_2 C13_1",5,15,1.333,0.133,14,20,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2583393.95623377,803198.6,260.14857382893,0.107329729984504,5,0.27,0.33,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.43,234.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565.85027108814,NA,NA,NA,49,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2908236,NA,NA,NA,4979852,3809007,3960372,NA,NA,NA,NA,NA,NA,2824161,NA,NA
0,265.147903698672,0.0013,266.155180476,"C_12 H_26 O_4 S_1","C12H26O4S","C_12 H_25 O_4 S_1",1,12,2.167,0.333,12,26,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587079.98773076,767955.696969697,265.147903698672,0.0758926658827147,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,FALSE,NA,6673084,6346352,5707548,19329556,5103010,3058440,5050329,4757303,5666349,5961748,6595784,5337275,4440321,5191040,4686132,5484400,4332004,3838187,7034903,5309430,5148949,5002608,4954123,4941626,4885721,4412789,6121515,6583044,6326243,7027178,16363678,15841758,14323543
0,267.029883526862,0.0490119,268.037173095,"C_15 H_8 O_5","C15H8O5","C_15 H_7 O_5",2,15,0.533,0.333,15,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588555.14429933,765958.4,267.029883526862,0.154715696531174,5,0.7,0.76,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5380970,3454771,3593304,4030641,NA,4975240,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,267.052472956885,0.408547,268.059639873,"C_13 H_8 O_3 N_4","C13H8N4O3","C_13 H_7 O_3 N_4",2,13,0.615,0.231,13,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588555.14429933,735823.787878788,267.052472956885,0.020120169317347,33,0.83,0.87,12,1,0,1,0,0,0,0,0,0,0,0,0,0,7.16,264.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.039157995861,NA,NA,NA,39,FALSE,NA,19936764,20183498,20216442,20903280,21852398,20987514,19280662,19823242,18692468,18774886,15972360,17052680,17839154,19232984,18412666,19350222,18283834,17101854,16448372,17889084,17841250,19577020,18086762,19757714,18446392,16562386,16825206,20002384,18545484,18087246,17003482,15924569,16724639
-1,268.055816782101,0.3661074,269.062994708,"C_12 H_8 O_3 N_4 C13_1","C13H8N4O3","C_12 H_7 O_3 N_4 C13_1",2,13,0.615,0.231,12,8,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589292.87167191,791245.222222222,268.055816782101,0.0973662007394785,27,0.83,0.87,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1.33,264.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.039157995861,NA,NA,NA,39,FALSE,NA,4011948,4627337,2929722,3845935,3105446,3362885,3024069,3333190,NA,3829023,2759097,3401153,3667419,NA,2727469,3259535,3288822,3659206,3464500,NA,NA,4213362,3570987,3966030,3713530,2923155,3165483,2754567,3194129,3493650,NA,3356456,NA
0,269.009150129893,0.0413049,270.016437714,"C_14 H_6 O_6","C14H6O6","C_14 H_5 O_6",2,14,0.429,0.429,14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590030.69498648,783701.25,269.009150129893,0.0963504646275309,8,0.75,0.82,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2929721,NA,NA,NA,NA,3733210,5253772,3891125,6659087,5115601,6213105,NA,NA,NA,NA,4206269,NA,NA,NA,NA
0,269.212241330316,0.0884651,270.219493857,"C_16 H_30 O_3","C16H30O3","C_16 H_29 O_3",1,16,1.875,0.188,16,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590030.69498648,748965.375,269.212241330316,0.19455819258922,8,0,0.03,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,FALSE,NA,NA,3255687,2930234,2712878,NA,NA,2600625,NA,NA,NA,NA,NA,NA,NA,3086367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2680316,NA,NA,3100531,NA,2813513
0,270.207466301333,0.000472,271.214742861,"C_15 H_29 O_3 N_1","C15H29NO3","C_15 H_28 O_3 N_1",1,15,1.933,0.2,15,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590768.61154713,735462,270.207466301333,0.169745797649655,4,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,FALSE,NA,2741054,3024697,4198381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3183030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,271.024829370311,0.0664922,272.032087714,"C_14 H_8 O_6","C14H8O6","C_14 H_7 O_6",1,14,0.571,0.429,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591506.61823662,759757,271.024829370311,0.0941359212003016,9,0.62,0.73,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,FALSE,NA,NA,NA,NA,NA,2656167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5882441,4804068,5309200,5721963,6885953,4968793,NA,NA,NA,4343043,3191350,NA,NA,NA,NA
0,271.227877049417,0.0353518,272.235143857,"C_16 H_32 O_3","C16H32O3","C_16 H_31 O_3",1,16,2,0.188,16,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591506.61823662,861012.5,271.227877049417,0.15255558973892,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,FALSE,NA,NA,2875633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3594941,2999496,3013030
0,272.02006142867,0.0041827,273.027336718,"C_13 H_7 O_6 N_1","C13H7NO6","C_13 H_6 O_6 N_1",1,13,0.538,0.462,13,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592244.7118295,714946.428571429,272.02006142867,0.0820310027585241,7,0.67,0.78,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3569541,3292337,3537165,2956269,3891968,NA,NA,NA,2772645,2980839,NA,NA,NA,NA
-1,273.160852706457,0.0069009,274.168127246,"C_16 H_22 O_2 N_2","C16H22N2O2","C_16 H_21 O_2 N_2",5,16,1.375,0.125,16,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592982.88909673,743477.266666667,273.160852706457,0.0336793983843552,30,0.25,0.31,7,0,0,0,1,0,1,0,0,0,0,0,0,0,4.16,294.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.67301376769,NA,NA,NA,49,FALSE,NA,5144579,4305958,4594910,11313112,10476332,12241184,7908631,9266386,8029062,4826527,7701006,7052873,NA,NA,NA,7089443,7808897,7847418,8586713,8511837,8840840,33686248,32867792,33457376,11133615,11584314,10061205,5759104,8619472,6846401,9502162,9250848,9338065
