"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.6","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3712.csv","Sample2_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3718.csv","Sample3_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3724.csv","Sample4_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3714.csv","Sample5_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3720.csv","Sample6_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3726.csv","Sample7_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3730.csv","Sample8_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3736.csv","Sample9_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3742.csv","Sample10_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3732.csv","Sample11_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3738.csv","Sample12_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3744.csv","Sample13_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3748.csv","Sample14_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3762.csv","Sample15_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3768.csv","Sample16_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3764.csv","Sample17_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3770.csv","Sample18_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3772.csv","Sample19_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3776.csv","Sample20_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3782.csv","Sample21_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3788.csv","Sample22_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3778.csv","Sample23_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3784.csv","Sample24_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3790.csv","Sample25_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3794.csv","Sample26_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3802.csv","Sample27_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3810.csv","Sample28_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3796.csv","Sample29_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3804.csv","Sample30_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3812.csv","Sample31_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3798.csv","Sample32_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3806.csv","Sample33_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3814.csv"
-1,326.187696271509,0.1589603,327.194920692,"C_17 H_30 O_3 S_1 C13_1","C18H30O3S","C_17 H_29 O_3 S_1 C13_1",5,18,1.667,0.167,17,30,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632137.0983419,705277,326.187696271509,0.250045281864824,4,0,0.1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.27,66.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.99373920618,NA,NA,NA,66,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2666570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3253633,4397019,3021518
0,329.045569721886,0.0698615,330.052823095,"C_20 H_10 O_5","C20H10O5","C_20 H_9 O_5",1,20,0.5,0.25,20,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634350.73904592,633456,329.045569721886,0.249333358480944,4,0.73,0.77,16,1,0,1,0,0,0,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2683666,3059143,NA,NA,NA,2887700,NA,NA,NA,NA,NA,2912840,NA,NA,NA
0,330.132289189457,0.1157669,331.139603956,"C_11 H_26 O_8 N_1 P_1","C11H26NO8P","C_11 H_25 O_8 N_1 P_1",2,11,2.364,0.727,11,26,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635088.49236154,651571.04,330.132289189457,0.0860495427024098,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,TRUE,"C_22 H_21 N_1 S_1",NA,NA,NA,5382364,5839886,5359640,7436460,7217613,9010115,4116555,4287462,2637526,NA,NA,NA,2732960,NA,3037164,4400063,3176054,NA,4085489,4416146,5783732,5919748,5849493,6610584,5229798,4305728,4571869,6690770,5692086,6110653
0,339.19993544339,0.0117046,340.207215857,"C_19 H_32 O_3 S_1","C19H32O3S","C_19 H_31 O_3 S_1",5,19,1.684,0.158,19,32,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641725.15362692,610694.043478261,339.19993544339,0.153219858407988,23,0,0.09,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,FALSE,NA,3858385,4179536,4064949,3696318,NA,3579177,3780023,NA,3178412,2983088,3684445,5416129,3675161,NA,4157374,3753709,NA,3484809,NA,NA,4017156,3406806,NA,3525983,NA,NA,2847439,NA,3037215,2684706,7298179,6967432,6939600
-1,352.285718348051,0.0054318,353.292992861,"C_21 H_39 O_3 N_1","C21H39NO3","C_21 H_38 O_3 N_1",2,21,1.857,0.143,21,39,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651299.72424724,589637.333333333,352.285718348051,0.1314907398734,15,0,0.03,3,0,0,0,0,0,0,1,0,1,1,0,0,0,4.48,72.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.531181632301,NA,NA,NA,102,FALSE,NA,30754182,29674510,30493812,7089605,8554919,8811244,2902970,2860195,NA,NA,2979178,NA,NA,NA,NA,NA,NA,NA,12406454,15223227,14731425,4274562,4246805,3058346,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,353.113537447132,0.2520609,354.120724619,"C_21 H_23 O_1 S_1 P_1","C21H23OPS","C_21 H_22 O_1 S_1 P_1",1,21,1.095,0.048,21,23,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652035.56532821,613961.166666667,353.113537447132,0.17660006097498,6,0.44,0.46,11,0,0,0,1,0,1,0,0,0,0,0,0,0,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,FALSE,NA,7718360,8416352,8424645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4566793,3873298,2889952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,353.200332759551,0.0014765,354.207609714,"C_16 H_34 O_6 S_1","C16H34O6S","C_16 H_33 O_6 S_1",1,16,2.125,0.375,16,34,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652035.56532821,611279,353.200332759551,0.139369894316921,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2719506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3736164,3209151,4250524
-1,353.289097976503,0.0753945,354.296347696,"C_20 H_39 O_3 N_1 C13_1","C21H39NO3","C_20 H_38 O_3 N_1 C13_1",2,21,1.857,0.143,20,39,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652035.56532821,593176.857142857,353.289097976503,0.102293081418522,7,0,0.03,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.92,72.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.531181632301,NA,NA,NA,102,FALSE,NA,7923177,7203953,6679766,NA,2685484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4230939,2695716,4307181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,362.999367396238,0.0466502,364.006660809,"C_15 H_8 O_11","C15H8O11","C_15 H_7 O_11",1,15,0.533,0.733,15,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658653.21512496,600326.9,362.999367396238,0.146399482286681,10,0.25,0.68,12,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,FALSE,NA,NA,3846099,NA,2720383,3112671,NA,NA,NA,2950716,4091006,2836648,NA,NA,3416617,3041603,NA,NA,NA,NA,NA,NA,3124545,3645653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,364.991668878158,0.3603344,365.998813428,"C_11 H_11 O_12 P_1","C11H11O12P","C_11 H_10 O_12 P_1",1,11,1,1.091,11,11,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660122.54358167,578598.833333333,364.991668878158,0.218703576980347,6,3,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2999086,NA,NA,NA,NA,2856609,NA,NA,2728751,3193786,2785773,NA,2717312,NA,NA
0,368.280633747639,0.0073087,369.28790748,"C_21 H_39 O_4 N_1","C21H39NO4","C_21 H_38 O_4 N_1",1,21,1.857,0.19,21,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663059.75905602,571497.75,368.280633747639,0.0733389619337769,4,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,FALSE,NA,6978343,7713142,8999423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3466289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,369.204733750281,0.0814425,370.212040333,"C_16 H_35 O_7 P_1","C16H35O7P","C_16 H_34 O_7 P_1",1,16,2.188,0.438,16,35,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663793.75415728,586408.75,369.204733750281,0.145660428047394,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,FALSE,NA,5114740,3981757,5366345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,377.06187113268,0.1705217,378.069083095,"C_18 H_19 O_5 S_1 P_1","C18H19O5PS","C_18 H_18 O_5 S_1 P_1",1,18,1.056,0.278,18,19,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2669661.016985,551163.266666667,377.06187113268,0.108799437553664,15,0.27,0.41,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,FALSE,NA,3016179,3781629,3873969,NA,NA,3463803,2976959,NA,NA,4075405,2776122,4560378,4639134,4195964,3095912,2883124,2851433,NA,NA,NA,NA,NA,NA,3289542,NA,NA,NA,NA,NA,NA,NA,3068016,NA
0,380.197984265612,0.052014,381.205240869,"C_22 H_27 O_3 N_3","C22H27N3O3","C_22 H_26 O_3 N_3",2,22,1.227,0.136,22,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2671858.98953915,557071.555555556,380.197984265612,0.150423615433233,9,0.31,0.37,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,FALSE,NA,NA,NA,NA,2803909,NA,NA,2897358,3462565,3725594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8589909,8050182,8106636,NA,3255535,NA,NA,2948648,NA,NA,NA,NA
0,389.070013647298,0.0878134,390.077324333,"C_19 H_18 O_7 S_1","C19H18O7S","C_19 H_17 O_7 S_1",1,19,0.947,0.368,19,18,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678445.10541415,535602.757575758,389.070013647298,0.108426919610165,33,0.27,0.45,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,FALSE,NA,6959565,8795978,3000409,4533154,3578279,3919204,5480669,3194918,3398257,5140956,6979357,6404597,3431774,3553695,4120741,8335393,4572418,3312497,4000234,4912579,5214514,6632659,4794536,4965563,4448365,4552442,4493656,5255712,5085319,6558613,8121942,7816133,7723458
0,393.09318730812,0.2046306,394.100383095,"C_19 H_23 O_5 S_1 P_1","C19H23O5PS","C_19 H_22 O_5 S_1 P_1",1,19,1.211,0.263,19,23,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681368.42643709,554155.454545455,393.09318730812,0.114912575946264,33,0.17,0.31,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,FALSE,NA,4309802,3874923,3488162,4668645,4455226,4652635,4031055,3799375,4537110,3736230,3551263,3808059,3391157,4459168,3998141,2955498,3266024,4369502,3631869,3163887,3174941,5363197,4897255,5666241,4063723,4806624,4821629,3609382,4360610,3822680,4853700,3945679,3541776
0,394.213642473869,0.0709375,395.220890869,"C_23 H_29 O_3 N_3","C23H29N3O3","C_23 H_28 O_3 N_3",2,23,1.261,0.13,23,29,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682098.88003979,527033.588235294,394.213642473869,0.177755602103093,17,0.29,0.35,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,FALSE,NA,NA,NA,NA,3415359,3214251,4583072,NA,2703779,3234629,NA,3063913,NA,NA,NA,NA,NA,2864682,3849376,2939722,NA,NA,10974801,10050114,11048459,4178518,4442144,NA,3992432,NA,2725008,3354668,NA,NA
0,395.004366608304,0.2604721,396.01174619,"C_19 H_8 O_10","C19H8O10","C_19 H_7 O_10",1,19,0.421,0.526,19,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682829.17998558,509101.454545455,395.004366608304,0.181135154518069,11,0.67,0.79,16,1,1,0,0,0,0,0,0,0,0,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2916932,2896210,NA,3306704,NA,3475327,4145810,NA,NA,3388992,NA,3414093,3367695,3060644,3189293,4166840,NA,NA,NA
0,405.056638142445,0.2047461,406.063997714,"C_19 H_19 O_6 S_1 P_1","C19H19O6PS","C_19 H_18 O_6 S_1 P_1",1,19,1,0.316,19,19,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690123.37435594,528413.4,405.056638142445,0.224613516463962,5,0.27,0.43,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3075486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2989667,3804480,4949739,NA,NA,2995939
-1,408.975300781905,0.4691858,409.982769571,"C_19 H_7 O_9 P_1","C19H7O9P","C_19 H_6 O_9 P_1",2,19,0.368,0.474,19,7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692308.35465727,497311.787878788,408.975300781905,0.066677567861058,33,0.78,0.85,17,1,0,1,0,0,0,0,0,0,0,0,0,0,3.61,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.898655547361,NA,NA,NA,83,FALSE,NA,12048717,11853150,11214696,6709747,8323499,8839804,9599162,8691294,10333746,8435258,7124154,8511561,9680083,10739365,9180790,9983283,10639875,8409188,9641881,10165225,9885305,10181405,11853705,11557466,10553364,8059796,9492469,11655055,10051222,11122666,7296591,7932127,11149352
0,408.983739099193,0.0115173,409.991010809,"C_19 H_6 O_11","C19H6O11","C_19 H_5 O_11",1,19,0.316,0.579,19,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692308.35465727,550149.107142857,408.983739099193,0.125242718598382,28,0.75,0.85,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,FALSE,NA,4368718,5537119,4849513,NA,NA,NA,3627195,3272287,NA,3147323,3667131,2969674,3155156,2934437,4175479,3118388,2865668,3014756,3927962,2976746,3966586,5147422,3571594,3607131,3880981,3615637,4036598,5109648,3698327,5052395,4138576,NA,3383337
-3,409.066951540245,0.1450859,410.074168476,"C_22 H_19 O_4 S_1 P_1","C22H19O4PS","C_22 H_18 O_4 S_1 P_1",4,22,0.864,0.182,22,19,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2693036.32837693,474708.454545455,409.066951540245,0.00867511622922009,33,0.5,0.56,14,1,0,1,0,0,0,0,0,0,0,0,0,0,72.92,-86.3,-133.36,866.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0472002688294,94.6274852907561,211.439640544314,NA,106,FALSE,NA,200300880,199515488,195059568,248275456,253780400,246440576,215242944,217341536,223104560,198202944,196891840,189554768,192435424,190602928,196105856,201086272,212097552,204492912,165175200,160848880,167270016,203709216,196370320,208427616,179071008,180116384,176445440,184833936,185622176,181950448,173168224,164260064,172253232
-1,409.978648250045,0.4859631,410.986124406,"C_18 H_7 O_9 P_1 C13_1","C19H7O9P","C_18 H_6 O_9 P_1 C13_1",2,19,0.368,0.474,18,7,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2693036.32837693,507008.857142857,409.978648250045,0.312144002268646,7,0.78,0.85,17,1,0,1,0,0,0,0,0,0,0,0,0,0,1.16,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.898655547361,NA,NA,NA,83,FALSE,NA,3353022,NA,3813331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3073742,2739067,NA,3439280,NA,NA,2732126,NA,NA,NA,NA,2799907,NA
0,410.068774430711,0.2096863,411.076137059,"C_12 H_17 O_13 N_3","C12H17N3O13","C_12 H_16 O_13 N_3",1,12,1.417,1.083,12,17,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2693764.12268413,557514.625,410.068774430711,0.161233098754363,16,2.5,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,FALSE,NA,3578312,3116480,3755997,4022864,NA,3703501,4061498,3645123,2834038,NA,NA,3805350,NA,NA,NA,NA,3406424,NA,NA,NA,NA,NA,NA,NA,NA,4086747,NA,3057638,2694906,2971702,2997973,3729705,NA
-1,410.070305357544,0.1422554,411.077523311,"C_21 H_19 O_4 S_1 P_1 C13_1","C22H19O4PS","C_21 H_18 O_4 S_1 P_1 C13_1",4,22,0.864,0.182,21,19,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2693764.12268413,476699.666666667,410.070305357544,0.0160122352748142,33,0.5,0.56,14,1,0,1,0,0,0,0,0,0,0,0,0,0,16.38,-86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0472002688294,94.6274852907561,NA,NA,106,FALSE,NA,44751304,43965888,45047772,55796304,58548772,54551244,47798588,49503940,49303156,45962884,43537688,42262692,40686928,43671280,44062420,45831572,48650840,46026932,38494196,37542984,38164180,46881668,42033148,45505208,41412744,39934940,40622184,41375720,39575292,40982584,37115604,37611816,39084164
-1,411.071184227514,0.1111487,412.078414857,"C_22 H_19 O_3 S_1 P_1 O18_1","C22H19O4PS","C_22 H_18 O_3 S_1 P_1 O18_1",4,22,0.864,0.182,22,19,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694491.73652259,532095.071428571,411.071184227514,0.213758145729127,14,0.5,0.56,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1.17,NA,NA,866.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.439640544314,NA,106,FALSE,NA,2710076,3081756,3096650,2998950,4149906,3167001,NA,NA,3219126,NA,3089777,NA,3171780,2776886,2975530,NA,3074727,NA,NA,NA,NA,NA,NA,3214096,NA,NA,NA,NA,NA,NA,3286865,NA,NA
-1,411.073656746844,0.1335466,412.080878146,"C_20 H_19 O_4 S_1 P_1 C13_2","C22H19O4PS","C_20 H_18 O_4 S_1 P_1 C13_2",4,22,0.864,0.182,20,19,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694491.73652259,497486.060606061,411.073656746844,0.138425015847806,33,0.5,0.56,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1.82,NA,-133.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.6274852907561,NA,NA,106,FALSE,NA,5757500,4517405,3743818,5358247,7561874,6267673,5626290,5652256,6303414,4896458,5010801,4415739,5060036,5291830,5257002,4924916,4979367,3985663,4177992,3644579,4273965,5233636,4583526,5585680,4417780,5164062,4151508,5003320,4173656,3663998,3946322,4585838,4935896
0,416.17463904638,0.4982455,417.182123337,"C_19 H_31 O_7 N_1 S_1","C19H31NO7S","C_19 H_30 O_7 N_1 S_1",1,19,1.632,0.368,19,31,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698127.06706487,470757.5,416.17463904638,0.165015447245576,4,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,FALSE,NA,NA,NA,NA,NA,2913493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3249634,4024994,3644648,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,419.028816733908,0.3672613,420.036247428,"C_15 H_16 O_12 S_1","C15H16O12S","C_15 H_15 O_12 S_1",1,15,1.067,0.8,15,16,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700306.04168343,525936.692307692,419.028816733908,0.175734753228915,13,0,0.12,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,FALSE,NA,3616277,NA,NA,NA,NA,3425697,NA,NA,NA,NA,NA,NA,NA,NA,3691018,NA,2854232,3859330,2949907,NA,3512865,3800850,2761718,2717186,NA,3825227,NA,3533546,NA,3541744,NA,NA,NA
